Station,SPEI,Lead Time,Model,MAE,MSE,RMSE,RRMSE (%),R2
Kathmandu_Airport,SPEI-9,Lead 60,Transformer,0.1521694660463834,0.03481624636454248,0.18659112080842025,21.215741453108237,-14.395807983262078
Nepalgunj_Airport,SPEI-9,Lead 90,Random Forest,0.025931982956411796,0.0010428996104425916,0.03229395625256515,3.541833189820006,0.5041264630745459
Nepalgunj_Airport,SPEI-9,Lead 90,LSTM,0.05754519869145928,0.005103068536977134,0.0714357651108822,7.8347032438867386,-1.4263856456231259
Nepalgunj_Airport,SPEI-9,Lead 90,Transformer,0.08989613602392282,0.010905699592966007,0.10443035762155566,11.453378575113998,-4.185396346552979
Parwanipur,SPEI-9,Lead 90,Random Forest,0.03617386238277605,0.0018917904870987714,0.043494717921820934,4.51060029444513,0.32536593298845773
Parwanipur,SPEI-9,Lead 90,LSTM,0.061190589500871966,0.0048957928201546,0.06996994226204992,7.256201609050416,-0.745895565090851
Parwanipur,SPEI-9,Lead 90,Transformer,0.07210022464602868,0.008093174369959441,0.08996207184119005,9.329476477238812,-1.8861182977046274
Jumla,SPEI-9,Lead 90,Random Forest,0.12252655887335193,0.034540295918548486,0.18585019752087564,19.275187971544565,-5.832814473793704
Jumla,SPEI-9,Lead 90,LSTM,0.08321443915010751,0.011934679723540623,0.10924595975843053,11.330288789383797,-1.3609367026675883
Jumla,SPEI-9,Lead 90,Transformer,0.16795406297162252,0.045693472899533766,0.21376031647509733,22.1698461227169,-8.039153101701485
Dhankuta,SPEI-9,Lead 90,Random Forest,0.05719850894315609,0.005712442355124033,0.07558070094358767,8.123542407129692,0.2197962250599852
Dhankuta,SPEI-9,Lead 90,LSTM,0.10047446725184732,0.01856963141997324,0.1362704348711533,14.64657832877293,-1.5362350519147165
Dhankuta,SPEI-9,Lead 90,Transformer,0.08866615431997012,0.01608168897800636,0.12681359934173606,13.63014154661327,-1.196432570877008
Taplejung,SPEI-9,Lead 90,Random Forest,0.39040202922607864,0.22158039791609255,0.47072327105858336,178.22906546117807,0.7744330364226839
Taplejung,SPEI-9,Lead 90,LSTM,0.408663334075397,0.2739789776591129,0.5234300121879838,198.185319575983,0.7210917271753168
Taplejung,SPEI-9,Lead 90,Transformer,0.540525443201776,0.498496653663771,0.7060429545458059,267.3277139690998,0.49253463944509246
Pokhara_Airport,SPEI-9,Lead 90,Random Forest,0.3602796481642927,0.2327298012546733,0.48242077199750977,358.0595936969826,0.7344483146861823
Pokhara_Airport,SPEI-9,Lead 90,LSTM,0.38280007605317523,0.25487635703931244,0.5048528073006155,374.7089709888623,0.7091784301213266
Pokhara_Airport,SPEI-9,Lead 90,Transformer,0.4534341846763531,0.33367474610336334,0.5776458656507145,428.7370195508585,0.619267104183852
Dhangadhi,SPEI-9,Lead 90,Random Forest,0.030242142992507718,0.0013504275977605455,0.03674816454954649,3.900454112563159,-2.0431251339020036
Dhangadhi,SPEI-9,Lead 90,LSTM,0.02952862844518407,0.0013885371095961716,0.03726307971164181,3.9551072628969113,-2.129003128027753
Dhangadhi,SPEI-9,Lead 90,Transformer,0.11107807178547201,0.016041783370105315,0.12665616199026922,13.443298569384138,-35.14940500855701
Dadeldhura,SPEI-9,Lead 90,Random Forest,0.03163953797883888,0.0015376337762514716,0.0392126736687448,4.288398733767769,0.39143115512740945
Dadeldhura,SPEI-9,Lead 90,LSTM,0.16054248537798965,0.05598649305726755,0.23661465097763398,25.87678611805989,-21.158485287303154
Dadeldhura,SPEI-9,Lead 90,Transformer,0.17646903823288368,0.04815590969852593,0.21944454811757327,23.99901955754003,-18.05927587677278
Surkhet_Airport,SPEI-9,Lead 90,Random Forest,0.026306138378939088,0.001073530197624107,0.032764770678643654,3.7074034269516427,-0.003036806848147444
Surkhet_Airport,SPEI-9,Lead 90,LSTM,0.04433289602969053,0.003975539874169858,0.06305188239989237,7.134454477884653,-2.714485935942967
Surkhet_Airport,SPEI-9,Lead 90,Transformer,0.107954510532538,0.0215509119460967,0.14680228862690356,16.610990910871127,-19.135770703906477
Biratnagar_Airport,SPEI-9,Lead 90,Random Forest,0.34488454808398245,1.1872389402171777,1.0896049468578866,198.1411936804263,-0.019469940990350487
Biratnagar_Airport,SPEI-9,Lead 90,LSTM,0.36985916171198896,1.2522855188880218,1.1190556370833498,203.4967080187316,-0.0753247731331197
Biratnagar_Airport,SPEI-9,Lead 90,Transformer,0.36163763714652186,1.182501304135025,1.0874287581883353,197.74546069306962,-0.015401781318783003
Khumaltar,SPEI-9,Lead 90,Random Forest,0.056341210134159776,0.00509098359492141,0.07135112889731605,7.430887143663164,0.42204996697269526
Khumaltar,SPEI-9,Lead 90,LSTM,0.10440102281883656,0.016886625473290767,0.12994854933122865,13.533535060850715,-0.9170412883954273
Khumaltar,SPEI-9,Lead 90,Transformer,0.1263254433752979,0.023356210729507075,0.15282738867594078,15.916259423813827,-1.6514960244572707
Dipayal,SPEI-9,Lead 90,Random Forest,0.2124227889314506,0.5028338094000261,0.7091077558453482,94.51044769910568,-0.08354498500732377
Dipayal,SPEI-9,Lead 90,LSTM,0.2428933170294898,0.3369943425007692,0.580512138116654,77.37112112497557,0.27381865943294714
Dipayal,SPEI-9,Lead 90,Transformer,0.31257093923092233,0.3834631541221397,0.6192440182368657,82.53333702265029,0.17368408842694372
Okhaldhunga,SPEI-9,Lead 90,Random Forest,0.11051267989116446,0.0629357914151705,0.2508700687909391,26.763359025921346,-7.27308185248134
Okhaldhunga,SPEI-9,Lead 90,LSTM,0.4418103634956418,0.47116117086223686,0.6864118085101952,73.22788947811634,-60.9354240981967
Okhaldhunga,SPEI-9,Lead 90,Transformer,0.3973981709381925,0.28087024921216347,0.5299719324758279,56.53854671013754,-35.92116217829825
Kathmandu_Airport,SPEI-9,Lead 90,Random Forest,0.07791234760302387,0.020569262538722783,0.14341988195059563,16.29831272323996,-8.073105630466895
Kathmandu_Airport,SPEI-9,Lead 90,LSTM,0.04949812488854676,0.00405413191998493,0.063672065460333,7.235727853719679,-0.7882783634378587
Kathmandu_Airport,SPEI-9,Lead 90,Transformer,0.19665389947803283,0.05939880120903828,0.24371869277722275,27.69632367115419,-25.200822546658653
Nepalgunj_Airport,SPEI-12,Lead 30,Random Forest,0.033472450137626335,0.0022161487674492377,0.04707598928805679,5.3432939616881026,0.06432521956776094
Nepalgunj_Airport,SPEI-12,Lead 30,LSTM,0.042665918099963035,0.002978674631655106,0.054577235470982824,6.194712360760032,-0.2576189707520671
Nepalgunj_Airport,SPEI-12,Lead 30,Transformer,0.09041898146564446,0.013070358534231781,0.11432566874605099,12.976374256073425,-4.518404283735926
Parwanipur,SPEI-12,Lead 30,Random Forest,0.033554885764294363,0.0014107704784137207,0.03756022468534661,3.5826357352121008,-0.3488638637982211
Parwanipur,SPEI-12,Lead 30,LSTM,0.043766924330210746,0.002513184730942868,0.05013167392919239,4.781747925879536,-1.4029026113659286
Parwanipur,SPEI-12,Lead 30,Transformer,0.11223887938953618,0.016229898130780997,0.12739661742283817,12.15156932493714,-14.517707122956102
Jumla,SPEI-12,Lead 30,Random Forest,0.02450540154430038,0.0010330760521832492,0.03214150046564798,3.3735003630398745,0.4194050311584111
Jumla,SPEI-12,Lead 30,LSTM,0.0650170564212311,0.006561747110626036,0.08100461166270742,8.50206377714415,-2.687741431222852
Jumla,SPEI-12,Lead 30,Transformer,0.0969307188546395,0.011604510570779426,0.10772423390667221,11.306495867570092,-5.52180489425231
Dhankuta,SPEI-12,Lead 30,Random Forest,0.18912848473636606,0.5001114855730084,0.7071856089973894,86.80382332405817,0.06866208106657679
Dhankuta,SPEI-12,Lead 30,LSTM,0.24892679251516553,0.5128516528591345,0.7161366160580915,87.90251880878553,0.044936569396855086
Dhankuta,SPEI-12,Lead 30,Transformer,0.2674373727433424,0.5721919687896464,0.7564337173802119,92.84880507243872,-0.06557056339625267
Taplejung,SPEI-12,Lead 30,Random Forest,0.4242379181920072,0.34290129999261887,0.5855777488878986,112.25272114704876,0.4259456834912222
Taplejung,SPEI-12,Lead 30,LSTM,0.4430586452597251,0.34816050713767865,0.5900512750072477,113.11027675084864,0.4171411949602648
Taplejung,SPEI-12,Lead 30,Transformer,0.5449341568298508,0.5835494210028236,0.763904065313717,146.43710453412976,0.023074383124007558
Pokhara_Airport,SPEI-12,Lead 30,Random Forest,0.3885357660844264,0.3682431047719232,0.606830375617374,269.9698528584921,0.3154905234699459
Pokhara_Airport,SPEI-12,Lead 30,LSTM,0.3165982681832006,0.20979106149800353,0.45802954216731867,203.77056434914107,0.610029440264398
Pokhara_Airport,SPEI-12,Lead 30,Transformer,0.4440041199512703,0.3491175905922486,0.5908617355966188,262.8656412534492,0.3510420260774574
Dhangadhi,SPEI-12,Lead 30,Random Forest,0.015192549373193632,0.00028779866937122313,0.01696462995090736,1.7739043880259127,-2.2373927270169935
Dhangadhi,SPEI-12,Lead 30,LSTM,0.024885440199097237,0.0009061012208106678,0.030101515257718637,3.147561140821706,-9.192561030954455
Dhangadhi,SPEI-12,Lead 30,Transformer,0.10415818527950618,0.012970692962539644,0.11388895013362642,11.908783685487858,-144.90486868142216
Dadeldhura,SPEI-12,Lead 30,Random Forest,0.34831884639724386,0.22976592140113822,0.47933904639736813,55.131412720783025,0.5768334140733553
Dadeldhura,SPEI-12,Lead 30,LSTM,0.4706303236868179,0.3703187948524582,0.6085382443630459,69.99132108788709,0.31797309554623976
Dadeldhura,SPEI-12,Lead 30,Transformer,0.5945951670517637,0.5319023256106669,0.7293163412475185,83.88267243306542,0.02038000325494138
Surkhet_Airport,SPEI-12,Lead 30,Random Forest,0.02055520991918289,0.0006372985951834511,0.02524477362115674,2.865746735825191,-0.05973501260720315
Surkhet_Airport,SPEI-12,Lead 30,LSTM,0.028752163902631134,0.0012183157810153257,0.034904380541922325,3.9622900210990633,-1.025882214885756
Surkhet_Airport,SPEI-12,Lead 30,Transformer,0.07769544354663331,0.0103902227992242,0.10193244232933987,11.571209481363152,-16.27743160324705
Biratnagar_Airport,SPEI-12,Lead 30,Random Forest,0.3682845305739884,1.0885722671463296,1.0433466668113383,194.82237587834572,0.10560914901056939
Biratnagar_Airport,SPEI-12,Lead 30,LSTM,0.4674293827058215,1.0989478366241836,1.048307128958009,195.74863466807525,0.09708439167946026
Biratnagar_Airport,SPEI-12,Lead 30,Transformer,0.47151660833023484,1.0591076841799183,1.0291295759912442,192.16764231781787,0.12981778837124391
Khumaltar,SPEI-12,Lead 30,Random Forest,0.2788483565792966,0.9605468525194387,0.9800749218908923,126.2200859230954,-0.06825687026620053
Khumaltar,SPEI-12,Lead 30,LSTM,0.32496500892649616,0.9522324587504569,0.9758239896366849,125.67262468069964,-0.05901014977305996
Khumaltar,SPEI-12,Lead 30,Transformer,0.3266867674753025,0.8889247508851598,0.9428280600858037,121.4232056107887,0.011396508361859792
Dipayal,SPEI-12,Lead 30,Random Forest,0.07811535529785825,0.021689742991543175,0.14727437995640374,16.577137838861276,-1.2348734487164101
Dipayal,SPEI-12,Lead 30,LSTM,0.15647495122438534,0.07770746475698681,0.2787605868070069,31.377166027855857,-7.0068422120155365
Dipayal,SPEI-12,Lead 30,Transformer,0.3269717239468641,0.2564012441671398,0.5063607845865828,56.995741722155124,-25.41913890037407
Okhaldhunga,SPEI-12,Lead 30,Random Forest,0.43081609780355135,0.3264979651606289,0.5714000045157761,8576.353321864239,-0.02821398352215798
Okhaldhunga,SPEI-12,Lead 30,LSTM,0.41800204047863826,0.27935140688282867,0.528537044002432,7933.007345528311,0.12026090964395153
Okhaldhunga,SPEI-12,Lead 30,Transformer,0.4790821071174565,0.33428723286870454,0.5781757802508719,8678.053437850658,-0.05274410264526086
Kathmandu_Airport,SPEI-12,Lead 30,Random Forest,0.31402496898645704,0.14430029422910512,0.37986878554193565,56.99223949365738,0.5281141586408231
Kathmandu_Airport,SPEI-12,Lead 30,LSTM,0.4243455714510921,0.24198044795519028,0.491915082057046,73.80270039071773,0.2086838915621968
Kathmandu_Airport,SPEI-12,Lead 30,Transformer,0.5002332757624478,0.3715029149612522,0.609510389543322,91.44568708157406,-0.2148760093000428
Nepalgunj_Airport,SPEI-12,Lead 60,Random Forest,0.040998939940237185,0.0029818088074132433,0.054605941136594685,6.21080662449927,-0.3181552424146985
Nepalgunj_Airport,SPEI-12,Lead 60,LSTM,0.039900612236035804,0.0026646785320714765,0.051620524329683795,5.871249314519539,-0.1779628417715433
Nepalgunj_Airport,SPEI-12,Lead 60,Transformer,0.06128958870547775,0.006737928055740881,0.08208488323522718,9.336224702973608,-1.978606531581363
Parwanipur,SPEI-12,Lead 60,Random Forest,0.042603169665746475,0.002575944217717808,0.05075376062635958,4.841082197425798,-1.4628001069466476
Parwanipur,SPEI-12,Lead 60,LSTM,0.04004470530411111,0.002829198303142533,0.053190208714974346,5.073479665538124,-1.7049304234258127
Parwanipur,SPEI-12,Lead 60,Transformer,0.09178007692995348,0.009457290008540177,0.0972485990055393,9.27593257248817,-8.041894107898635
Jumla,SPEI-12,Lead 60,Random Forest,0.030412759317622856,0.0014110414551836018,0.03756383174256324,3.936358957590933,0.22045825142937037
Jumla,SPEI-12,Lead 60,LSTM,0.07492631524723704,0.009409553700809493,0.09700285408589529,10.165045360914098,-4.198387275052694
Jumla,SPEI-12,Lead 60,Transformer,0.07900072499914623,0.008599567125725256,0.09273385102391281,9.717691412621942,-3.7509033625564845
Dhankuta,SPEI-12,Lead 60,Random Forest,0.20406484175338382,0.4534495422179103,0.6733866216505272,81.55759750391394,0.1549022906728027
Dhankuta,SPEI-12,Lead 60,LSTM,0.2819135222901133,0.5356842123775293,0.7319045104229986,88.64502434881626,0.001640847207116325
Dhankuta,SPEI-12,Lead 60,Transformer,0.2850469487162479,0.5931667658913887,0.7701732051242686,93.27995872246962,-0.10548986917476455
Taplejung,SPEI-12,Lead 60,Random Forest,0.46849986433753643,0.3672200122299253,0.605986808626991,114.43667971597718,0.3660098340972271
Taplejung,SPEI-12,Lead 60,LSTM,0.5082276090136756,0.4355757037082149,0.6599815934616775,124.63324474098177,0.2479965593915301
Taplejung,SPEI-12,Lead 60,Transformer,0.6441516564017602,0.7408340509335897,0.8607171724402795,162.5408573030819,-0.27901935410788825
Pokhara_Airport,SPEI-12,Lead 60,Random Forest,0.46707386575026383,0.4790908846481571,0.6921639145810456,408.4805711710551,0.17395057202142739
Pokhara_Airport,SPEI-12,Lead 60,LSTM,0.38417527798972817,0.26857382084925496,0.518241083714187,305.8400032426,0.5369244997314517
Pokhara_Airport,SPEI-12,Lead 60,Transformer,0.4829798771887752,0.41710037698801017,0.6458330875605632,381.1384311295462,0.28083472497368434
Dhangadhi,SPEI-12,Lead 60,Random Forest,0.012478538555841573,0.00021872313530218418,0.014789291237317094,1.5482806973849972,-1.2952171076764913
Dhangadhi,SPEI-12,Lead 60,LSTM,0.022766688233538293,0.0008881956417856975,0.02980261132494429,3.1200148205648204,-8.320467307556358
Dhangadhi,SPEI-12,Lead 60,Transformer,0.06815520536003032,0.0069231362749056806,0.08320538609312308,8.710714471657033,-71.64938295158268
Dadeldhura,SPEI-12,Lead 60,Random Forest,0.500521389905363,0.4499996445575718,0.6708201283187407,86.2554921449062,0.29505307365431577
Dadeldhura,SPEI-12,Lead 60,LSTM,0.5950579814013478,0.55070409261602,0.7420943960279043,95.42009049100795,0.13729452431604117
Dadeldhura,SPEI-12,Lead 60,Transformer,0.6741045792686294,0.6753911010113423,0.8218218182862647,105.67161359538333,-0.05803390402069608
Surkhet_Airport,SPEI-12,Lead 60,Random Forest,0.02677221274173651,0.0009600589429813989,0.03098481794333152,3.522508528808292,-0.6362374465052592
Surkhet_Airport,SPEI-12,Lead 60,LSTM,0.03789612392425603,0.0022143705607945556,0.047057098941547124,5.349685535210629,-2.773972482105302
Surkhet_Airport,SPEI-12,Lead 60,Transformer,0.06611264959522252,0.0059378160245412625,0.07705722564783436,8.760249456596183,-9.119875452273813
Biratnagar_Airport,SPEI-12,Lead 60,Random Forest,0.3495128639527385,1.0466148531107387,1.0230419605816463,192.41500544795872,0.13827893794681634
Biratnagar_Airport,SPEI-12,Lead 60,LSTM,0.34707265884458216,0.7661086310632024,0.87527631697836,164.62305925761632,0.36923124944602426
Biratnagar_Airport,SPEI-12,Lead 60,Transformer,0.4277999607832852,1.2037187679412813,1.097141179585053,206.35167879821284,0.008928822249419266
Khumaltar,SPEI-12,Lead 60,Random Forest,0.2715450043261995,0.9475451641608723,0.9734193156912762,125.77853594722876,-0.055166240470535755
Khumaltar,SPEI-12,Lead 60,LSTM,0.34751619638365827,0.9618592388299189,0.9807442270183999,126.72501051149672,-0.07110609107145982
Khumaltar,SPEI-12,Lead 60,Transformer,0.3697244876826625,0.9464700755915325,0.9728669362207416,125.70716127860327,-0.053969044593453086
Dipayal,SPEI-12,Lead 60,Random Forest,0.11269009099173297,0.05536262174845652,0.2352926300342969,26.392741633251337,-4.849662929238186
Dipayal,SPEI-12,Lead 60,LSTM,0.14537102820590128,0.06862323675021326,0.2619603724806736,29.38405859981641,-6.250791082943059
Dipayal,SPEI-12,Lead 60,Transformer,0.2797876916070374,0.15293269145677474,0.39106609602057646,43.865829678944344,-15.15900164461156
Okhaldhunga,SPEI-12,Lead 60,Random Forest,0.43000545401671414,0.30270189391992136,0.5501835093129577,5393.534444804132,0.026862723397665822
Okhaldhunga,SPEI-12,Lead 60,LSTM,0.5118228955168136,0.4527493889421633,0.6728665461606509,6596.215320967616,-0.4555155292655797
Okhaldhunga,SPEI-12,Lead 60,Transformer,0.46533249122630427,0.35250450589113663,0.5937208989846463,5820.338241821503,-0.13324456088041803
Kathmandu_Airport,SPEI-12,Lead 60,Random Forest,0.4605834767794965,0.27172154133900106,0.5212691640016711,89.7353611600998,0.2047953795039592
Kathmandu_Airport,SPEI-12,Lead 60,LSTM,0.5877329046141678,0.4342309081278322,0.6589619929311797,113.43888438079368,-0.2707951780482618
Kathmandu_Airport,SPEI-12,Lead 60,Transformer,0.5552783561327065,0.41937823268145447,0.6475941882702889,111.48194135156966,-0.22732819312139374
Nepalgunj_Airport,SPEI-12,Lead 90,Random Forest,0.046458206754207795,0.006581460072007107,0.08112619843186976,9.2467481004693,-2.092835920923275
Nepalgunj_Airport,SPEI-12,Lead 90,LSTM,0.03334417469489715,0.0016991107141073982,0.04122027066999195,4.698278322984323,0.20153421995700838
Nepalgunj_Airport,SPEI-12,Lead 90,Transformer,0.07070972394452388,0.0065656072991642665,0.08102843512720868,9.235605058281399,-2.0853862023565526
Parwanipur,SPEI-12,Lead 90,Random Forest,0.04648770491605925,0.0031012464495469775,0.05568883595072694,5.308973607592698,-1.854256723304812
Parwanipur,SPEI-12,Lead 90,LSTM,0.048840521607509825,0.0033326893072035397,0.057729449219644735,5.503511018961352,-2.0672669897490086
Parwanipur,SPEI-12,Lead 90,Transformer,0.0851087933750435,0.01043366695871516,0.10214532274517106,9.73780136243039,-8.602707991809636
Jumla,SPEI-12,Lead 90,Random Forest,0.0462655818508325,0.0061343634439853445,0.07832217721683524,8.184024021425914,-2.290800087846649
Jumla,SPEI-12,Lead 90,LSTM,0.07842244343235624,0.008671077394535303,0.09311862002057002,9.730130726327255,-3.651628895519683
Jumla,SPEI-12,Lead 90,Transformer,0.15236116481911788,0.04415385193987221,0.21012817978527346,21.95666836712419,-22.68648371901822
Dhankuta,SPEI-12,Lead 90,Random Forest,0.22528571294689323,0.5447513487690224,0.7380727259349328,88.20747791325144,-0.017017419373079434
Dhankuta,SPEI-12,Lead 90,LSTM,0.29247350576028813,0.5862153498949381,0.7656470139006212,91.50289625244842,-0.09442817111743418
Dhankuta,SPEI-12,Lead 90,Transformer,0.23389273334030206,0.5486715225411767,0.7407236478884528,88.52429105570792,-0.024336143819121636
Taplejung,SPEI-12,Lead 90,Random Forest,0.5575575615542117,0.5101006008325738,0.7142132740523476,133.73064183901712,0.10274643269804107
Taplejung,SPEI-12,Lead 90,LSTM,0.6067759247541257,0.6395671927020101,0.7997294496903375,149.74285201651702,-0.12498190404901988
Taplejung,SPEI-12,Lead 90,Transformer,0.7093662869766134,0.8575929326049316,0.9260631364031999,173.3978100294678,-0.5084834576097332
Pokhara_Airport,SPEI-12,Lead 90,Random Forest,0.5536398021652146,0.5588156849301826,0.7475397547489917,754.1373886946498,0.08117079972572117
Pokhara_Airport,SPEI-12,Lead 90,LSTM,0.49845145356905246,0.44177674587864185,0.6646628813756955,670.5290608808319,0.2736113443806425
Pokhara_Airport,SPEI-12,Lead 90,Transformer,0.5862353954593489,0.530704859297526,0.7284949274343137,734.9244756047574,0.12739184922673985
Dhangadhi,SPEI-12,Lead 90,Random Forest,0.009259364755950506,0.00011965388798841023,0.010938641962712293,1.146562027561519,-0.26686746945596895
Dhangadhi,SPEI-12,Lead 90,LSTM,0.05651136965081188,0.00453483004763812,0.06734114676509541,7.058536337189046,-47.01372327676192
Dhangadhi,SPEI-12,Lead 90,Transformer,0.07460368998261951,0.007749141190469128,0.08802920646279351,9.227008781406878,-81.04610026025676
Dadeldhura,SPEI-12,Lead 90,Random Forest,0.570806037777067,0.5490842767884161,0.7410022110550117,109.09031778757333,0.2154906646701943
Dadeldhura,SPEI-12,Lead 90,LSTM,0.5940397904846129,0.5504904635573685,0.7419504454863334,109.22991682507515,0.2134815620713857
Dadeldhura,SPEI-12,Lead 90,Transformer,0.7094560067388471,0.7554554029440734,0.8691693752911877,127.95908291116149,-0.07936402677824583
Surkhet_Airport,SPEI-12,Lead 90,Random Forest,0.030040580253741483,0.0011220006803464003,0.03349627860444202,3.8136450755708347,-0.942067162696232
Surkhet_Airport,SPEI-12,Lead 90,LSTM,0.035159928533978556,0.0016878308319331731,0.04108321837360327,4.677439404218355,-1.9214606481982557
Surkhet_Airport,SPEI-12,Lead 90,Transformer,0.07123569612373067,0.008720698716810367,0.09338468138196096,10.632107360094585,-14.094627757672837
Biratnagar_Airport,SPEI-12,Lead 90,Random Forest,0.4169698119334638,1.4016988751497421,1.1839336447410143,223.79625331442784,-0.15574901453550538
Biratnagar_Airport,SPEI-12,Lead 90,LSTM,0.49685828887840155,1.3586554140055327,1.1656137499212733,220.33328574020263,-0.12025819786897785
Biratnagar_Airport,SPEI-12,Lead 90,Transformer,0.38396014713318455,1.3142270491850987,1.1463974220073503,216.70086748036158,-0.0836254804080645
Khumaltar,SPEI-12,Lead 90,Random Forest,0.3323265564113341,1.0072118843482054,1.0035994641031876,129.9295302772765,-0.12252146240024864
Khumaltar,SPEI-12,Lead 90,LSTM,0.37346341775132286,1.0146366057834175,1.0072917183137253,130.40754254451917,-0.1307961951480281
Khumaltar,SPEI-12,Lead 90,Transformer,0.3214713527870739,0.948105105432468,0.973706888869781,126.0595319385216,-0.05664790695744548
Dipayal,SPEI-12,Lead 90,Random Forest,0.11102610458290704,0.05449710605573667,0.2334461523686708,26.14147148328766,-4.795036759496415
Dipayal,SPEI-12,Lead 90,LSTM,0.1971849725181664,0.11360669053335001,0.3370559160337495,37.74376886432738,-11.080548774317798
Dipayal,SPEI-12,Lead 90,Transformer,0.24942859147123989,0.1405432162242086,0.3748909391065735,41.98056251756257,-13.94488722913403
Okhaldhunga,SPEI-12,Lead 90,Random Forest,0.481599479897787,0.3415488234428607,0.5844217855648955,2139.033337168675,-0.12207912748899385
Okhaldhunga,SPEI-12,Lead 90,LSTM,0.5844845445856789,0.5436476078659486,0.7373246285496969,2698.670719913093,-0.7860276236546735
Okhaldhunga,SPEI-12,Lead 90,Transformer,0.6063440355992308,0.6135709412189758,0.7833076925570027,2866.972636929611,-1.0157444532692623
Kathmandu_Airport,SPEI-12,Lead 90,Random Forest,0.4511068310374977,0.2715544413480565,0.5211088574837858,111.5195221363825,0.1701996692116683
Kathmandu_Airport,SPEI-12,Lead 90,LSTM,0.5273170353505203,0.36655278923938367,0.6054360323266065,129.56589787252156,-0.12009077904334986
Kathmandu_Airport,SPEI-12,Lead 90,Transformer,0.5476937032788193,0.4592180285358771,0.6776562760986407,145.0213386280664,-0.4032518492106911
